Lemma,poscode,surface
"Techno Supply Importacao E Exportacao Ltda",3,
"D W R Comercial Exportadora E Importadora Ltda",3,
"Bontaz Centre Do Brasil Industria E Comercio De Autopec",3,
"Ricom Comercio De Maquinas E Servicos Ltda.",3,
"Impera Aux Comercio Internacional Ltda",3,
"Coutoflex Industria De Mangueiras Ltda",3,
"Citromax Essencias Ltda",3,
"Oximag Industria E Comercio De Produtos Magneticos Ltda",3,
"Mri Tecnologia Eletronica Limitada - Epp",3,
"Rodrigo Carvalho De Oliveira Prado 36971628888",3,
"Latapack-ball Embalagens Ltda",3,
"Valmaster Industria E Comercio De Valvulas Ltda",3,
"Grafica E Editora Clic. Chetec Ltda - Epp",3,
"Flexlink Systems Ltda",3,
"Purple Amazon Ltda - Epp",3,
"Integracao Comercio Importacao E Exportacao Ltda - Me",3,
"Mcj Industria E Comercio De Cosmeticos Eireli - Me",3,
"Fabio Eduardo Cera Calil - Epp",3,
"Outlet Traders Importacao E Exportacao Ltda - Me",3,
"Rd Jumping Higher Ltda",3,
"Asta Corp Produtos Sustentaveis Ltda - Epp",3,
"Agala Solucoes Maritimas Ltda - Me",3,
"Toke E Crie - Comercio Importacao Exportacao Ltda.",3,
"Elektrofuse - Ths Industria E Comercio, Representacao E",3,
"Remah Trade Exportadora E Importadora Ltda - Epp",3,
"Laboratorios Servier Do Brasil Ltda",3,
"Pedro Lago Neto - Me",3,
"Sur Moda Praia Ltda - Me",3,
"Sivaldo Batista Rodrigues 73177571104",3,
"Tecmaf Industria E Comercio Ltda - Epp",3,
"Alpha-tech Borrachas E Plasticos Industria, Comercio, E",3,
"J.a.pasquini & Cia.ltda.",3,
"Sergio Luis Coutinho Nogueira",3,
"Forseq Industria E Comercio De Maquinas Industriais Ltd",3,
"Clean Up Brazil Biotecnologia Ltda",3,
"Vinifer Industria E Comercio Ltda - Epp",3,
"Phoenix Transmissoes Industriais Eireli",3,
"Tecnoreis Ambiental Ltda - Me",3,
"Regina Kattan Aon Buchalla  - Me",3,
"Bramold Industrial Eireli - Epp",3,
"Elements Timber Trading Services Ltda - Epp",3,
"Ultratec Industria E Comercio De Produtos Eletromecanic",3,
"Sonia Dos Santos Brassanini - Me",3,
"Morelate Distribuidora De Auto Pecas Ltda",3,
"Industria E Comercio Leal Ltda",3,
"Kgf Industria & Comercio De Bicos Para Pulverizacao Ltd",3,
"Estaleiro Navship Ltda",3,
"Chocolates Bonn Industria E Comercio Ltda - Me",3,
"Moreira E Reboucas Ltda - Epp",3,
"Ribermetals Comercio, Importacao E Exportacao Ltda",3,
"Ortocir Ortopedia Cirurgia Ltda",3,
"Bouwman Industria E Reparacao De Maquinas Agricolas Ltd",3,
"Tegape Quimica Ltda",3,
"Copeagri - Industria E Comercio De Pecas Agricolas Ltda",3,
"Grampos Fera Industria Metalurgica Ltda - Epp",3,
"Mmc Tech Maquinas E Equipamentos Eireli - Epp",3,
"Abcol Brasil Compositos Ltda",3,
"Kalts Industria E Comercio Eireli - Epp",3,
"Inbrasc - Industria Brasileira De Componentes Ltda.",3,
"Ckbv Florestal Ltda",3,
"Ag Paper Equipamentos Para Informatica Ltda - Me",3,
"Eletrosil Industria Metalurgica Ltda",3,
"Suport Equipamentos Industriais Ltda - Me",3,
"Westech Equipamentos Industriais Ltda",3,
"Betenheuser Metal Tecnica Ltda",3,
"Nov Max Cosmeticos Ltda - Me",3,
"Gemas De Minas Comercial Ltda - Me",3,
"Grani Amici Industria E Comercio De Alimentos Ltda. - E",3,
"Brassinter S a Industria E Comercio",3,
"Angela Bergo Ferreira - Me",3,
"Honeypot Distribution Comercio E Importacao Eireli - Ep",3,
"Andere & Souza Fibras Plasticas Eireli - Epp",3,
"Hrd Confeccoes Ltda - Me",3,
"Serra Brasil Internacional Ltda.",3,
"Toollon Industria E Comercio De Cosmeticos Ltda - Me",3,
"Mbb Confeccao E Comercio De Artigos E Pecas Do Vestuari",3,
"Mantac Industria E Comercio Ltda",3,
"Caetano & Brandao Ltda - Me",3,
"Agr Agricultura De Precisao Ltda - Epp",3,
"Hanon Systems Climatizacao Do Brasil Industria E Comerc",3,
"Sigmar Maximo Da Silva 86436937234",3,
"Secta Internacional Ltda - Epp",3,
"Tarcila Figueiredo Almeida - Me",3,
"K F M Importadora E Exportadora Ltda - Epp",3,
"Marcelo Bioni 09734009869",3,
"Maderhouse Brasil Construtora E Incorporadora Ltda  - M",3,
"Boening Importacao E Comercio De Equipamentos Nauticos",3,
"Aray Comercio, Importacao E Exportacao Ltda - Epp",3,
"Mauricio a Kuntzler Industria, Comercio E Representacoe",3,
"Camifra Madeiras Agricultura E Pecuaria Eireli",3,
"Blum-novotest Sistemas De Medicao Ltda",3,
"Sms Meer Metalurgia Do Brasil Ltda.",3,
"Ecem Quimica Do Brasil Comercio, Importacao E Exportaca",3,
"Broadway Comercio E Servicos De Iluminacao Ltda.",3,
"Mol Distribuicao E Terceirizacao De Envases Ltda - Me",3,
"Industria Mecanica E Artefatos De Metais Parva Ltda",3,
"D.f. Do Amaral - Joias - Epp",3,
"Premier Audio Ltda",3,
"Dr. D. Mueller Do Brasil Industria E Comercio De Isolan",3,
"Marcio Carvalho Industria E Comercio De Bijuterias Ltda",3,
"Companhia Dorel Brasil Produtos Infantis",3,
"Marel Brasil Comercial Ltda",3,
"Padua Comercial Ltda - Me",3,
"Parexgroup Industria E Comercio De Argamassas Ltda",3,
"Gaam Industria E Comercio De Moveis Ltda",3,
"Poliuretano Do Brasil Industria E Comercio Ltda - Epp",3,
"Mwr Industria De Ferramentas Ltda",3,
"Barbieri & Cia Ltda - Epp",3,
"Apolo Objetos De Artes Ltda - Epp",3,
"J. T. Comercio De Produtos Esteticos E Hospitalares, Pe",3,
"Doctor Diesel Ltda - Me",3,
"Tropicalwood - Comercio De Madeiras Ltda. - Me",3,
"Tsi Solucoes Industriais Eireli - Epp",3,
"Supersarada Comercio E Industria De Confeccoes Ltda  -",3,
"Lurca Comercio De Azulejos Ltda - Me",3,
"Feel Cabeleireiros Ltda - Me",3,
"Lajur Ind Com De Moveis Ltda - Epp",3,
"Tyrex Mercantil E Industrial Ltda",3,
"O Mustad & Son Brasil Artefatos De Pesca Ltda",3,
"J Reminas Mineracao Ltda",3,
"Arbax Abrasivos Importacao E Exportacao Ltda - Epp",3,
"Coldemar Resinas Sinteticas Ltda",3,
"Geraldo Luiz Da Silva Filho Carvao E Transportes - Me",3,
"Elos Eletrotecnica Ltda.",3,
"Qa Weld Tech Do Brasil Ltda",3,
"Pluritec Industria E Comercio De Maquinas Ltda",3,
"Orient Relogios Da Amazonia Ltda",3,
"Grupo 35 Industria, Comercio E Distribuicao De Alimento",3,
"Cold Air Industria E Comercio De Sistemas De Refrigerac",3,
"Elaine Cristina Palumbo Pavan De Castro Araujo Confecco",3,
"Cluster Comercial I. E. E Servicos Ltda - Me",3,
"Reinaldo Lima De Oliveira - Me",3,
"Ark Comercio E Exportacao De Bebidas Ltda",3,
"Power Turbo Industria E Comercio Ltda",3,
"Cruz & Hernandes Ltda - Epp",3,
"Adriana Comercio, Exportacao E Cerealista Ltda",3,
"Adara Trade Importacao E Exportacao Eireli - Epp",3,
"Bellina Importacao E Distribuicao Ltda - Epp",3,
"Multiflux Maquinas Especiais Industria E Comercio Ltda.",3,
"Fuji Metalock Brasil S.a.",3,
"Torin Drive Do Brasil Equipamentos Ltda",3,
"Mjr - Usinagem E Ferramentaria Ltda - Epp",3,
"Lp Industria E Com De Pecas Para Carburadores Ltda - Ep",3,
"Ventac Importadora E Exportadora Ltda",3,
"Question Industria E Comercio De Confeccoes Eireli  - M",3,
"Talita Rosa Mendes 36805326877",3,
"Sigma International Brands Brasil Importacao E Exportac",3,
"Icofer Ferramentaria Industria E Comercio Ltda - Me",3,
"Dhl Express (Brazil) Ltda",3,
"Manganes Congonhal Ltda",3,
"Enobrasil Equipamentos Enologicos Ltda - Epp",3,
"Vuteq Do Brasil Limitada",3,
"Higor De Marchi",3,
"Bt Equipamentos Eletronicos Ltda - Epp",3,
"Applied Quimica Ltda - Me",3,
"Ekt.  Industrial Ltda",3,
"Tanariman Industrial Ltda",3,
"Sao Braz S/a Industria E Comercio De Alimentos",3,
"Synerjet Brasil Ltda",3,
"Jmms Comercio Importacao E Exportacao Ltda - Me",3,
"Eduardo Behar Buffara",3,
"Carneiro Gem's Stone Ltda - Me",3,
"Pgw Sementes Brasil Ltda",3,
"Henrique Mendes De Araujo Pinto - Epp",3,
"Sol Nascente Papeis Ltda",3,
"Iconacy Orthopedic Implants Industria E Comercio De Pro",3,
"Mega Metais Ltda - Me",3,
"Leidilu Calcados Eireli - Epp",3,
"Orto Central Industria E Comercio De Produtos De Ortodo",3,
"Abn Texteis Ltda.",3,
"Girelli Metros E Pecas - Metais Ltda - Epp",3,
"Compo Do Brasil Ltda.",3,
"Flex Brasil Eletrica Eletronica Importacao E Exportacao",3,
"Multieco Tecnologia Industrial Ltda",3,
"Isolev Instalacoes Ltda",3,
"Gps Brasilia Editora Ltda - Me",3,
"Transportes Fatima Ltda",3,
"Olver Do Brasil Industrial Ltda",3,
"Tresor - Metais Nobres Ltda - Me",3,
"Dener Fabian Fernandes - Me",3,
"Ely Farmaceutica Ltda  - Me",3,
"Vistacor Industria E Comercio Do Vestuario Ltda",3,
"Metalcom Comercial Ltda",3,
"Nyx Industria E Comercio De Plasticos Ltda",3,
"Durocolor Industrial Limitada - Epp",3,
"Arbar Comercio Exterior Ltda - Epp",3,
"Lapidacao Keller Ltda - Me",3,
"Mx Trading Importacao E Exportacao Eireli  - Me",3,
"Terceirizacao Comercio E Tecnologia Em Semicondutores L",3,
"Perovi Importacao E Exportacao Ltda - Me",3,
"Aiello Componentes Eletricos Eireli - Me",3,
"Luciane Yamachita Vitkauskas - Me",3,
"Embriza Biotecnologia Ltda - Epp",3,
"Automatronic Equipamentos Eletronicos Ltda - Epp",3,
"Bywer Industria De Plasticos Ltda",3,
"Selleb Comercio De Roupas Ltda - Me",3,
"Fortline Industria E Comercio De Moveis Ltda",3,
"Lourival Kopsch",3,
"Cybra Brasil Navegacao Ltda",3,
"Metalbras Industria E Comercio De Vidros Ltda  - Me",3,
"Bruno Dall Anese - Me",3,
"Mek Comercial Ltda - Me",3,
"Sfarzo Industria E Comercio Confeccao Ltda",3,
"Importadora E Exportadora Guriri Ltda",3,
"Bali Folheados Industria E Comercio De Bijouterias Ltda",3,
"Antonio Carlos Dos Santos",3,
"Stance Fight Company Artigos Esportivos Ltda - Epp",3,
"Yes] Couros E Componentes Para Calcados Ltda  - Me",3,
"Cooperativa Agropecuaria De Producao E Comercializacao",3,
"Hidraflux Industrial Ltda",3,
"Velki Instrumentos De Medicao E Controle Ltda - Epp",3,
"Sociedade Biblica Trinitariana Do Brasil",3,
"Adecil Comercial Ltda",3,
"Magfort Equipamentos Industriais Ltda - Epp",3,
"Comfort Lux Sistemas De Iluminacao Ltda",3,
"Incoterm Industria De Termometros Ltda",3,
"Fitatec - Industria E Comercio De Fitas De Aco Relamina",3,
"Icomil Industria E Comercio De Materiais Isolantes Ltda",3,
"Kanada - Tasaki Ligas Especiais Ltda",3,
"Criativa Moveis Do Brasil Importacao E Exportacao Ltda",3,
"Circuitar Eletronicos Importacao E Exportacao Ltda  - M",3,
"Kumon America Do Sul Instituto De Educacao Ltda",3,
"Iope Instrumentos De Precisao Ltda",3,
"Industria De Maquinas Cunha Ltda. - Epp",3,
"Daniel Antonio Matias",3,
"A&f Tribe Confeccao E Comercio Ltda - Me",3,
"Mando Corporation Do Brasil Industria E Comercio De Aut",3,
"Renovagro - Agricultura Renovavel Ltda",3,
"Word-data Tecnologia Eireli - Me",3,
"Dnow Brasil Distribuicao De Produtos Industriais Ltda",3,
"Fundacao Espirito Santense De Tecnologia - Fest",3,
"Bremm Peck Maquinas Industriais Ltda",3,
"Vemax Maquinas S.a.",3,
"Alfb Comercio, Importacao, Exportacao E Representacao E",3,
"Prest-mac Comercial E Industrial Ltda",3,
"Mitsuba Do Brasil Ltda",3,
"Tornocar Industria E Comercio Ltda - Epp",3,
"Multmec Manutencao Industrial Ltda - Epp",3,
"Dunas Body Power Confeccoes Ltda  - Me",3,
"Mult Stamp Estamparia E Matrizaria Ltda",3,
"Carlos Leonardo Ferraz Fensterseifer 03414681420",3,
"Dentalville Do Brasil Ltda - Epp",3,
"Unirons Plasticos Ltda",3,
"Ophicina Organica Fertilizantes Ltda - Epp",3,
"Pilar Benites Sogo 00699607043",3,
"Demian Quincke Chiappara - Epp",3,
"Skymidia Equipamentos Tecnicos Ltda - Me",3,
"Bc Trade - Comercial Importadora E Exportadora Ltda.",3,
"Euro Brasil R.d. Galvano Ltda",3,
"Compomaq Industria De Maquinas Para Bebidas Eireli",3,
"M. De Moraes Importacao E Exportacao - Epp",3,
"Betina Importacao, Industria E Comercio De Plasticos Lt",3,
"Adca Industria E Comercio De Material Cirurgico Ltda",3,
"Bodyboard Zone Comercial Importadora E Exportadora Ltda",3,
"Maria De Lourdes Arbiza Pereira 01979482004",3,
"Studio Cavalli Industria Comercio Importacao E Exportac",3,
"Mpw Lavanderia, Comercio E Servicos Ltda",3,
"Melco Automotivos Do Brasil Ltda.",3,
"Eduardo Jany",3,
"Sinter Futura Ltda",3,
"Espaco Containers Ltda - Me",3,
"Bottero Do Brasil Maquinas Para Vidro Ltda",3,
"Oracon Comercio E Industria De Confeccoes Eireli",3,
"Rosa Do Brasil Importacao E Exportacao Ltda",3,
"Carvalho & Ferreira Roupas - Eireli",3,
"Interpais Industria E Comercio Limitada - Epp",3,
"Ritter Maquetes E Matrizes Ltda - Me",3,
"Pronatus Do Amazonas Ind E Com De Prod Farm Cosmet Ltda",3,
"Synergy Comercial Importadora E Exportadora Ltda  - Me",3,
"Maquinas Junqueira Ltda",3,
"Holiverbrass Industria De Retificadores Ltda",3,
"Ibk - Industria De Borracha E Calcados Kaiana Ltda",3,
"Puma System Do Brasil Industria E Comercio Ltda",3,
"Natural Gemas Exportacao De Pedras Preciosas Ltda  - Me",3,
"Adir Do Carmo Leonel",3,
"Joe Aparelhos De Pilates Comercio De Materiais De Madei",3,
"Singular Equipamentos Ltda",3,
"Faqpar Do Brasil Comercio De Madeiras - Eireli  - Me",3,
"Rzx Industria E Comercio De Valvulas Industriais Eireli",3,
"Ctx Importadora E Exportadora Ltda",3,
"Ca D Oro Sociedade Empresaria Limitada - Epp",3,
"Vitro Do Brasil Industria E Comercio Ltda.",3,
"Tb Comercio De Perfumes Ltda.",3,
"Graficel Industria E Comercio De Escovas Ltda - Epp",3,
"Rrv Comercio De Materiais Hidraulicos , Lubrificacao Lt",3,
"Fuji Electric Brazil - Equipamentos De Energia Ltda.",3,
"Ana Lucy De Castro Ribeiro 57203717615",3,
"Dbtec Industria E Comercio De Materiais Eletricos E Ele",3,
"J.e. Rossi Exportacao - Epp",3,
"Munddo Comercio E Importacao Ltda - Epp",3,
"Industria Mecanica Borche Ltda",3,
"De La Rue Cash Systems Ltda",3,
"Fotolivros Madalena Ltda",3,
"Holger Johannsen",3,
"Industria Metalurgica Unidos Rio Claro Ltda - Epp",3,
"Atila Industria E Comercio Ltda",3,
"Aulore Importacao E Exportacao Ltda - Epp",3,
"Ejot-fey Sistemas De Fixacao Ltda.",3,
"Aspertec Mecanica Industrial - Eireli",3,
"Industria De Maquinas a Baumhak Ltda - Me",3,
"Industria E Comercio De Chapeus Rio Branco Ltda - Epp",3,
"Top Log Importacao E Distribuicao Eireli",3,
"Francisco Antonio Rios Corral",3,
"B2b Internacional - Comercio De Mercadorias Em Geral, I",3,
"Metalurgica Paschoal Ltda",3,
"Bpa Internacional Importacao E Exportacao Ltda.",3,
"Estrutural Blocos E Telhas Ltda.",3,
"Sapinho Comercio De Cambios Especiais E Prestacao De Se",3,
"Prestefelippe Comercial Ltda - Epp",3,
"Carber Embalagens Ltda",3,
"Elise Moveis Ltda",3,
"S L Modas Ltda - Me",3,
"Marel Industria E Comercio Do Brasil Ltda",3,
"L R Joias Eireli - Me",3,
"Marco Antonio Moreira Silveira - Me",3,
"Jose W.diogo - Me",3,
"Clf Plasticos Ltda",3,
"Star Plast Indl E Coml Paranaense De Plasticos Ltda",3,
"Fema Isolacao Eletrica Industrial Ltda",3,
"Ecco Fibras Opticas E Dispositivos Eireli - Epp",3,
"Al Importacao E Exportacao Eireli Epp - Epp",3,
"Cofaco Fabricadora De Correias Eireli",3,
"Ecab - Importacao E Exportacao Ltda. - Epp",3,
"Panozon Ambiental S.a.",3,
"Elson Biacchi - Me",3,
"Pleyades Comercio De Produtos Pecuarios Ltda - Me",3,
"Mecaltec Industria E Comercio Ltda - Epp",3,
"Wolverine/tekno Laminates and Composites Ltda",3,
"Marcia Leite Barbosa Vendramim  - Me",3,
"Ortech Medical Comercio,importacao E Exportacao Ltda.",3,
"Apiario Amigos Da Terra Ltda - Me",3,
"Juliana De O. Goulart Comercio, Importacao E Exportacao",3,
"Manfredini & Schianchi Do Brasil Ltda",3,
"Bipack - Industrial De Embalagens Ltda",3,
"Elloflex Embalagens Ltda.",3,
"Mcpack Servicos E Comercio De Equipamentos Industriais",3,
"Orientador Alfandegario Comercial Importadora E Exporta",3,
"Arantes Acessorios De Modas Ltda - Me",3,
"Basso Vinhos E Espumantes Ltda",3,
"Norcat Industria Metalurgica Ltda  - Me",3,
"D.z. Comercio De Arte Ltda - Me",3,
"Rs Tools Comercio, Servicos E Representacoes Ltda - Me",3,
"Resino Flexo Accessory Ltda - Epp",3,
"Inovadoor Portas Industriais Eireli",3,
"Gsgf Industria E Comercio De Confeccoes Ltda.",3,
"Kpaloa Ltda - Me",3,
"Bolland Do Brasil S/a",3,
"Sizely - Industria De Confeccoes Ltda - Epp",3,
"Edelgard Gyoorkoos Kristin",3,
"H Louis Baxmann Produtos Metalurgicos Ltda",3,
"Marsil Produtos Graficos E Quimicos Eireli",3,
"Criteria Industria E Comercio De Produtos Medicinais E",3,
"Editora Luz E Vida",3,
"Exterran Servicos De Oleo E Gas Ltda",3,
"Go Brasil Industria E Comercio De Bebidas Ltda",3,
"Editora De Livros Cobogo Ltda. - Me",3,
"Acqua Vitalle Ind-stria De Artefatos De Fibra Eireli -",3,
"Lucitex Confeccoes Ltda",3,
"Palagi & Palagi Comercio E Servicos Em Filmes Termo Tra",3,
"Luciano Reguim",3,
"Ninaplast - Industria E Comercio De Embalagens Plastica",3,
"Mf Flues Industria E Comercio Ltda",3,
"Marcos Antonio De Lima - Me",3,
"Casa Santa Luzia Importadora Ltda",3,
"Atelier Sacro Benchaya Ltda - Epp",3,
"E. A. Freitas Atacado E Varejo - Me",3,
"Onishi Importacao E Exportacao Ltda.",3,
"Tania Regina Booz Da Silva - Epp",3,
"N M Araujo Comercio De Roupas - Me",3,
"Servmelt Comercial Ltda",3,
"Morgan Brasil Servicos Administrativos Ltda - Epp",3,
"Rcg Industria Metalurgica Ltda.",3,
"Denis Bech Vitaliano Oficina De Arte, Comercio E Export",3,
"Biosystems Com Imp Exp De Equip Para Laboratorios Ltda",3,
"Opex International Ltda",3,
"Bremarc Sul Industria Ltda.",3,
"Nli Iluminacao Importacao E Exportacao Limitada",3,
"Ous Brasil Artigos Esportivos Eireli - Me",3,
"Maria Fumaca Comercio De Moda Infantil Ltda - Me",3,
"Tecno Diamant Do Brasil Industria E Comercio De Pecas L",3,
"Ranalle Componentes Automotivos Ltda",3,
"Kraus-muller Industria E Comercio Eireli",3,
"Clever Tecnologia Em Elastomeros Eireli  - Me",3,
"Machado Eletromecanica - Eireli  - Me",3,
"Aramados Masutti Copat Ltda",3,
"Metal Import Importacao E Exportacao De Metais Ltda - E",3,
"Eduarda Ribas Guglielmone",3,
"Via Importer Comercio Exterior Sa",3,
"Aliem Industria E Comercio Ltda",3,
"Ntek Representacao Comercial Ltda  - Me",3,
"Ziegler Do Brasil Produtos De Seguranca Ltda",3,
"Ecoview Technologies Importacao E Exportacao Ltda",3,
"Lmg Comercio Internacional Ltda",3,
"Pipi Dollys Ltda - Epp",3,
"Eztech Tecnologia E Automacao Ltda",3,
"Facas De Ouro Eireli - Me",3,
"Sunflower Industria E Laboratorio Fitoterapico Ltda",3,
"Texima S a Industria De Maquinas",3,
"Comercial De Bicicletas Mafra Ltda - Epp",3,
"Raje Ivoli - Comercio De Modas Ltda - Epp",3,
"Global Pet Reciclagem Sa",3,
"Helifer Industria E Comercio De Equipamentos Hidraulico",3,
"Anexo - Comercial Importadora E Distribuidora Ltda - Ep",3,
"Moda Fashion Confeccoes Ltda  - Me",3,
"Btomec Ferramentaria E Usinagem De Precisao Ltda.",3,
"Marineide Fernandes Hall 09944929875",3,
"Biomate Comercio De Acessorios E Insumos Para Laborator",3,
"Distribuidora Loyola De Livros Ltda - Me",3,
"Keimpe Sikma",3,
"Ozone & Life Industria, Comercio E Sistemas Ltda",3,
"Zucollo Auto Parts Industria, Comercio, Exportacao E Im",3,
"Coberline Coberturas Ltda - Me",3,
"Ups -  Brasil Industria E Comercio S/a",3,
"Cardiotronic Importacao E Comercio De Produtos Medicos",3,
"Paulo Sergio Silva-compressores - Epp",3,
"Chemicon Sa Industrias Quimicas",3,
"Soldex Importacao E Exportacao Eireli",3,
"Mhp Industria E Assistencia De Maquinas Ltda - Epp",3,
"Globo Industria E Comercio De Pecas Ltda",3,
"Tecbeer Comercio, Distribuicao, Importacao E Exportacao",3,
"Nibram Industria E Comercio Ltda - Me",3,
"Uniden Ind E Com De Produtos Ortodonticos Ltda - Epp",3,
"Nativo Agricola Ltda  - Me",3,
"Carmen De Lourdes Rodrigues Eireli - Epp",3,
"The Walt Disney Company (Brasil) Ltda",3,
"Melc Industria E Comercio Ltda",3,
"Carla Jaqueline Arebalo Goncalves - Me",3,
"Dg Comercial Importadora E Exportadora Ltda - Epp",3,
"Msd Maquinas E Equipamentos Ltda - Epp",3,
"Plooma Textil Empreendimentos Eireli - Epp",3,
"Steula Equipamentos Ltda",3,
"Tropical Export - Comercio Importacao E Exportacao De F",3,
"Sports Freedom Industria E Comercio De Inflaveis Ltda -",3,
"Carlos Cramer Produtos Aromaticos Do Brasil Ltda.",3,
"Guillermo Edmundo Formigoni",3,
"Rothenberger Do Brasil Ltda",3,
"Master Polymers Ltda",3,
"Inalfa America Do Sul Ltda",3,
"Duetto Comercio E Distribuicao Eireli",3,
"Industria E Comercio De Ferramentas E Bijuterias Roal L",3,
"Naut Industria E Comercio De Pecas Torneadas Ltda - Epp",3,
"Fps - Industria E Comercio De Pecas Ltda - Epp",3,
"Mendes Alimentos Limitada",3,
"Mold-plast Industria E Comercio De Plasticos E Moldes L",3,
"Galeria De Artes Luciano Martins Ltda - Me",3,
"Santa Maria Comercio De Produtos De Decoracao Ltda",3,
"Markus Durr",3,
"Pecanita Agroindustrial Ltda.",3,
"Industria E Comercio De Elasticos Mammuth Ltda - Epp",3,
"Terra Nova Tecnologia De Processos Ltda. - Epp",3,
"Borrachas Artbor Industria E Comercio Ltda",3,
"Autex Confeccoes Ltda - Me",3,
"J L G Materiais Promocionais Ltda - Me",3,
"Vr Brasil Importacao E Exportacao Ltda - Epp",3,
"Equipo Marketing Esportivo E Eventos Ltda - Me",3,
"Weill Industria E Comercio Ltda - Epp",3,
"Frutiflora Comercio E Industria De Aromas Ltda",3,
"F C Trading Importadora & Exportadora Eireli",3,
"Infoshade Comercio De Materiais Publicitarios Eireli -",3,
"Qualitymark Editora Ltda",3,
"Isoterm Industria E Comercio De Embalagens Ltda.",3,
"Sa Fit Industria E Comercio De Confeccoes Ltda  - Me",3,
"Cimapi Industria E Comercio Ltda.",3,
"Plassoft Tecnologia Ltda - Me",3,
"Ad Thermofilme Industria E Comercio De Termoplasticos L",3,
"Rji Comercio E Servicos Ltda - Me",3,
"Industria Mecnica Cavour Eireli",3,
"Gladport Do Brasil Importacao E Exportacao Ltda",3,
"Bras Weld Industria E Comercio De Solda Ltda - Epp",3,
"Zoli Dino Comercio De Tecidos Para Decoracao Ltda",3,
"Futurize Automacao Industrial Ltda",3,
"Minasrio Comercio & Exportacao Eireli",3,
"Datiquim Produtos Quimicos Ltda",3,
"Detroit Brasil Ltda",3,
"Eliana Costa De Carvalho 01960109774",3,
"Anelin Alcimar Zucoloto Nardi",3,
"Tk Tecnologia Em Congelacao Ltda - Me",3,
"Hele Calcados E Acessorios Ltda - Epp",3,
"B2m Comercio Eletronico Ltda - Me",3,
"Rcc Servicos Ltda - Epp",3,
"Coinvel Comercio E Industria De Velas Ltda",3,
"Cardan Braz Industria E Comercio Ltda",3,
"Industria E Comercio De Matrizes Krummenauer Ltd a - Ep",3,
"Clicheria Blumenau Ltda",3,
"Plantronics Telecomunicacoes Ltda.",3,
"Polimeros Do Sul Comercial Ltda - Epp",3,
"Breno Alimentos Ltda - Epp",3,
"J.a.r. Importacao E Comercio Ltda",3,
"Renasul Industria Ltda",3,
"Mix Urbano Artefatos De Couro Ltda",3,
"Smart Shop Comercio Ltda",3,
"Tec-ali Industria E Comercio E Servicos Ltda - Epp",3,
"Umicore Shokubai Brasil Industrial Ltda.",3,
"Ikf Servicos E Ferramentas Do Brasil - Eireli",3,
"Jcm Sistemas Industriais Ltda  - Me",3,
"Paulo Ricardo Stein - Me",3,
"Agrocinco Comercio De Produtos Agropecuarios Ltda",3,
"Eden International Trading Ltda",3,
"Tup - Tecnologia Em Usinagem De Precisao Ltda.",3,
"Textil Oliverfan Ltda - Epp",3,
"Anny Megherdijian Darakjian - Me",3,
"Solarterra Ltda - Epp",3,
"Cerbisoriani Placas E Moldes Ltda - Me",3,
"Pa Kua Acessorios Ltda - Me",3,
"Mondello Industria E Comercio De Bijuterias Eireli - Ep",3,
"Ziehl-abegg Do Brasil Importacao, Exportacao E Comercio",3,
"Blue Pet - Embalagens Ltda",3,
"S. O. De Alencar Galeria - Epp",3,
"Srgs Comercial Ltda - Epp",3,
"Saborama Sabores E Concentrados Para Bebidas Ltda",3,
"Solution Sourcing Importacao, Exportacao, Representacao",3,
"Rogerio Segantin Oliveira Manutencao - Me",3,
"Ta-i Tintas Industria E Comercio Ltda - Epp",3,
"Refricomp - Industria De Componentes Para Refrigeracao",3,
"Aciel Eletronics Importadora E Exportadora Ltda. - Epp",3,
"Odeme Equipamentos Medicos E Odontologicos Ltda - Me",3,
"Magic Boards Industria E Comercio De Artigos Esportivos",3,
"M&s Cernambi Sul Operacao Ltda",3,
"Competec Competencia E Tecnologia Em Compressores Ltda.",3,
"M. L. Bedin & Cia Ltda - Epp",3,
"Danilo Da Rocha Bim - Me",3,
"Kohatsu Brasil Industria E Comercio Ltda - Epp",3,
"Zema Ind De Artef Tec De Borracha E Poliuretano Ltda -",3,
"Tkb Erichsen Comercial E Tecnica Ltda - Epp",3,
"Dispav Importacao, Exportacao E Comercio Ltda",3,
"Dem Bas Embalagens Ltda - Epp",3,
"Lindsay America Do Sul Ltda.",3,
"Eitv Entretenimento E Interatividade Para Tv Digital Co",3,
"Modaprima Confeccoes Ltda - Me",3,
"Goedert Ltda",3,
"Telas Rocha Ltda",3,
"Benisuri Comercio E Montagem De Lojas Ltda.",3,
"Muller Laser Ltda  - Me",3,
"Factory Instrumental Cirurgico Industria E Comercio Ltd",3,
"Rio Ship Comercio Representacoes E Abastecimento De Nav",3,
"Andreia Lumi Koga 32460930836",3,
"Clara Magazine Importacao E Exportacao Ltda - Me",3,
"Engesig Industria E Comercio Ltda",3,
"Genesis Comercial Importadora E Exportadora Ltda - Epp",3,
"Vallair Do Brasil Industria E Comercio Ltda",3,
"Maxcoil Colchoes Ltda",3,
"Zestimport Importacao, Exportacao E Comercio De Plastic",3,
"Brave - Brasil Veiculos Eletricos Ltda - Epp",3,
"Jcn Comercio E Representacoes Eireli",3,
"Wtec Moveis E Equipamentos Tecnicos Ltda - Em Recuperac",3,
