Lemma,poscode,surface
"Atcp Do Brasil-alves Teodoro Ceramicas Piezoeletricas D",3,
"Plump Brasil Producao, Comercializacao, Servicos, Impor",3,
"Industria De Maquinas Para Panificacao Progresso Ltda -",3,
"Mano Brown Industria E Comercio De Confeccoes Ltda - Ep",3,
"Wenda Do Brasil Ltda",3,
"Industria Petroquimica Do Sul Ltda",3,
"Axon' Cable Industria, Comercio, Importacao E Exportaca",3,
"Unilin Arauco Pisos Ltda",3,
"Deb' Maq Do Brasil Ltda",3,
"Phoenix Company Importacao, Exportacao E Distribuicao D",3,
"Cooperativa De Criadores De Jacare Do Pantanal Ltda",3,
"Braspor Grafica E Editora Ltda.",3,
"Plastoy Industrial De Plasticos Ltda.",3,
"Compensados Bonardi Ltda",3,
"Tecnoblu S/a Industria E Comercio",3,
"Rayflex Portas Flexiveis Ltda",3,
"Industria E Comercio De Bebidas E Conexos Germania Ltda",3,
"Karina Rocha Mello",3,
"Itubombas Locacao, Comercio, Importacao E Exportacao Lt",3,
"Etcetera Comercio De Cosmeticos E Perfumes Ltda - Me",3,
"L D M Industria E Comercio De Moveis Ltda",3,
"Bruner Industria E Comercio Ltda",3,
"Biolab Sanus Farmaceutica Ltda",3,
"Nks Importacoes E Exportacoes Industria E Comercio De C",3,
"Formaplast Industria E Comercio De Embalagens Plasticas",3,
"Travicar Industrial Eireli  - Me",3,
"Multiplicar Textil Eireli  - Me",3,
"Muller Metais Industria E Comercio Ltda",3,
"Atom Brasil Industria E Comercio Ltda",3,
"Tech Filter Tratamento E Filtracao Ltda",3,
"Cotonificio Fiacao Pedreira Ltda.",3,
"Alusil Produtos Ceramicos Ltda",3,
"C a M Maliska - Me",3,
"Omegasystem Automacao Industrial Ltda - Epp",3,
"Agricorte Industria E Comercio De Maquinas E Pecas Ltda",3,
"Rohr Industria E Comercio S.a",3,
"55 Assessoria Empresarial Ltda - Me",3,
"Matisa Maquinas De Costura E Empacotamento Ltda",3,
"Dornbusch-moldtech Equipamentos E Texturizacoes Ltda.",3,
"T.c. Auto Tecnica Ltda",3,
"Clippertec Industrial E Comercial Ltda",3,
"J. D. S. Sobrinho - Me",3,
"Joao Roberto De Oliveira-cpf 634.932.506-06 - Me",3,
"Mademaq Industrial Ltda",3,
"Ensco Do Brasil Petroleo E Gas Ltda",3,
"Apitec Maquinas Industriais Ltda - Epp",3,
"J. R. Multimarcas Exportacao Eireli - Me",3,
"Brasilpel Industria De Papeis Ltda",3,
"Bandeirantes Shipchandler Suprimentos Para Navios Ltda",3,
"Carlyle Peixes Ornamentais Exportacao E Importacao Ltda",3,
"Track Comercio De Acessorios Automotivos Ltda - Me",3,
"Kabegran Granitos Ltda",3,
"Eagle Flores Frutas & Hortalicas Ltda",3,
"Honda Lock Do Brasil Ltda",3,
"Surf Island Industria De Pranchas Ltda - Epp",3,
"Pura Vida Overseas Comercio Exportacao Importacao E Rep",3,
"Schappo Comercio, Importacao E Exportacao De Alimentos",3,
"Cercena S/a - Industria Metalurgica",3,
"Hypermarcas S/a",3,
"Agrotelas Industria E Comercio De Telas Ltda - Me",3,
"Proceedings Industria E Comercio De Alimentos Eireli -",3,
"Pedras Congonhas Extracao Arte Industria Limitada",3,
"Zandei Industria De Plasticos Ltda",3,
"V. E. F. De Brito E Cia. Ltda.",3,
"Rovitex Ind E Com De Malhas Ltda",3,
"N. A. Mendes Importacao E Exportacao  - Me",3,
"Dolce & Gabbana Do Brasil Comercio, Importacao E Partic",3,
"Cepalgo Embalagens Flexiveis Ltda.",3,
"Compalead Eletronica Do Brasil Industria E Comercio Ltd",3,
"Agroempresa Florestal Ltda",3,
"F&c Pescas Marinhas Ltda.  - Me",3,
"Terramar Marmores E Granitos Ltda - Epp",3,
"Global Maritime-comercial Importadora E Exportadora Ltd",3,
"Makit Industria E Comercio De Perfil De Aluminio Ltda -",3,
"Denis Fernando Mota De Souza - Me",3,
"Aluizio Pereira De Mello",3,
"Comercio De Laranjas Vale Do Cai Ltda",3,
"Tecnocitrus - Sucos Concentrados Ltda",3,
"Usimolde Matrizes Para Injetados Ltda - Epp",3,
"T.e.l Telecomunicacoes E Eletronica Ltda",3,
"Herder - Implementos E Maquinas Agricolas Ltda.",3,
"Copaza Descartaveis Plasticos Ltda",3,
"Brazil Quimica Ind Quimica Ltda - Epp",3,
"Marinez Scalcon - Me",3,
"Industrias Texteis Sueco Ltda",3,
"Safira Joias Em Ouro Pratas Gemas Eireli - Me",3,
"Comercial Floresetcetera Ltda",3,
"Bennemann Artefatos De Couro Ltda - Me",3,
"Solyvent Do Brasil Ventiladores Industriais Ltda",3,
"Studio Paloma Schell Ltda  - Me",3,
"Maderios Industria E Comercio De Madeiras - Eireli",3,
"F.c. Joias Ltda - Epp",3,
"Moltec Molas De Precisao Ltda",3,
"Agroparr Alimentos Ltda",3,
"Suplementar - Nutricao Animal Ltda",3,
"A'gramkow Do Brasil Ltda.",3,
"Cotia Vitoria Servicos E Comercio S/a",3,
"In Vitro Brasil S.a",3,
"Rogerio Lucio Soares Da Silva & Cia Ltda - Me",3,
"Metafilm Embalagens Plasticas Ltda",3,
"Mega Trade Importacao E Exportacao Ltda",3,
"Celta Moveis Ltda",3,
"Quantra Industria De Moveis Ltda",3,
"Star Vale Comercio E Empreendimentos Ltda - Epp",3,
"Flamboyant Comercial Exportadora Ltda",3,
"Hb Solucoes Em Ar Comprimido  Eireli",3,
"Estofados Krause Ltda",3,
"Reveslam Industria E Comercio Ltda",3,
"Randon Implementos Para O Transporte Ltda.",3,
"Rising Imports Eireli",3,
"Emar Taxi Aereo Ltda",3,
"Studio Xxi Metalurgica Eireli - Me",3,
"Forbal Industria Automotive Ltda.",3,
"Brazilian Espresso Cafes Finos Ltda - Me",3,
"Daniel Boersen",3,
"R Sarachin Alves - Epp",3,
"Bvch Industria E Comercio De Vestuario Eireli",3,
"Ecosuede Industria E Comercio De Couros Ltda - Me",3,
"Jdp-intertrade Comercio Importacao E Exportacao Ltda -",3,
"S L Industria De Navalhas Ltda",3,
"If Do Brasil Sistemas Para Preservacao Ambiental Ltda",3,
"Brm Industria, Comercio, Importacao E Exportacao De Maq",3,
"Domo Industria E Comercio De Utilidades Ltda",3,
"Controlid Industria, Comercio De Hardware E Servicos De",3,
"Giansun Industria De Maquinas E Metalurgica Ltda",3,
"Taj - Comercial Agricola Ltda",3,
"Polar Fix Industria E Comercio De Produtos Hospitalares",3,
"Vitta Implementos Rodoviarios Ltda",3,
"Luca Matrizaria Ltda - Me",3,
"Rotesma Artefatos De Cimento Ltda",3,
"Lectra Brasil Ltda",3,
"Metaltela Tecidos Metalicos Ltda",3,
"Calcados Netto Ltda - Em Recuperacao Judicial",3,
"Brother International Corporation Do Brasil Ltda",3,
"Vectra Industria E Comercio De Pecas Agricolas Ltda",3,
"Termomad Comercio De Madeiras Ltda - Me",3,
"Brasilcote Industria De Papeis S.a.",3,
"C.& O.ltda  - Me",3,
"Master Sp Industria E Comercio De Alimentos Ltda.",3,
"Comep Industria E Comercio Ltda",3,
"Coopervision Do Brasil Ltda.",3,
"Imi Hydronic Engenharia Ltda.",3,
"Kurita Do Brasil Ltda",3,
"Komatsu Brasil International Ltda",3,
"Celectra Industria E Comercio De Componentes Eletromeca",3,
"Koc Do Brasil Ltda",3,
"Industria E Comercio De Calcados Viber Ltda",3,
"Jaguatextil Jaguaruana Textil Ltda",3,
"Magneti Marelli Comandos Mecanicos Industria E Comercio",3,
"Oic-optical Imaging Comercial Limitada",3,
"Farcel Ltda.",3,
"Batermaq Industria De Maquinas E Equipamentos Para Fabr",3,
"Wings Industria E Comercio Ltda - Epp",3,
"Digimec Automatizacao Industrial Ltda",3,
"Promoen-equipamentos Industriais Ltda",3,
"Empresa Agro-industrial De Desidratacao De Frutas Ltda",3,
"Timpel S.a.",3,
"Atelier Nossa Senhora Das Vitorias Exportacao E Importa",3,
"Chemetall Do Brasil Ltda",3,
"Dr. Oetker Brasil Ltda.",3,
"Paris Design Ltda - Epp",3,
"Kb Foods - Comercio, Importacao E Exportacao De Aliment",3,
"Nacional Industria E Comercio De Selas Do Brasil Ltda",3,
"Metta Equipamentos Eletricos Ltda",3,
"Christofoli Valinhos Comercio De Frutas Ltda - Me",3,
"Entretex Industria E Comercio De Componentes Para Calca",3,
"Nutrier Alimentos Ltda - Me",3,
"Wapmetal Industria E Comercio De Molas E Estampados Ltd",3,
"Ssb - Selos De Seguranca Do Brasil Eireli - Epp",3,
"Matic Entretenimento Industria E Comercio Ltda - Epp",3,
"Santacotex Industria Textil Ltda",3,
"Cleiton Alan Duarte - Me",3,
"Cescorf Equipamentos Para Esporte Ltda - Epp",3,
"Zerust - Prevencao De Corrosao Ltda",3,
"A Tonal Industria Quimica Ltda",3,
"Biotex Industria Comercio E Exportacao De Confeccoes Lt",3,
"F C Cauhy Importacao E Exportacao Eireli - Epp",3,
"Metalurgica Daniel Ltda",3,
"Expak Exportadora E Importadora Ltda",3,
"Placar Industria E Comercio De Plasticos Ltda",3,
"Dialcool Exportacao, Industria E Comercio De Bebidas -",3,
"Inpu Industria Nacional De Poliuretanos Ltda - Epp",3,
"Sete Ambiental Logistica Reversa - Eireli",3,
"Jsm Industria E Comercio Eireli - Epp",3,
"Silvateam Brasil Industria E Comercio De Produtos Quimi",3,
"Zbn Industria Mecanica Ltda",3,
"Metalpama Industria E Comercio Ltda",3,
"Index Label - Industria Grafica Ltda.",3,
"Usimaster Pecas De Precisao Ltda",3,
"Maxxvale Comercio Importacao E Exportacao Ltda",3,
"Novotex Sul-americana Ltda.",3,
"Gural Industria De Balancas E Equipamentos Ltda",3,
"Industria De Calcados Marlen Kele Ltda - Epp",3,
"Marabu Do Brasil Importacao E Exportacao De Tintas Ltda",3,
"Exproam Comercio De Produtos Da Amazonia Ltda - Me",3,
"Tp Tipicos Do Brasil Ltda  - Me",3,
"Sementes Boi Gordo Ltda",3,
"Collores Comercial De Materiais Adesivos E De Impressao",3,
"Multi Eletrica Materiais Eletricos Ltda - Me",3,
"Ias - Industria Aeronautica Schiffer Eireli - Epp",3,
"Fire Custom Shop Musical Ltda - Epp",3,
"Cersan Industria De Laminados Plasticos Ltda",3,
"Kohmar Ind. Com. De Confeccoes Ltda",3,
"Menendez Amerino & Cia Ltda - Epp",3,
"Apema Equipamentos Industriais Ltda",3,
"Busch Do Brasil Ltda",3,
"Hoken International Company Ltda",3,
"Lumberbras Ltda - Epp",3,
"Fulstandig Shows E Eventos Mc Ltda",3,
"Interbras Industria E Comercio De Produtos Eletronicos",3,
"Motrex Do Brasil Industria, Comercio, Importacao E Expo",3,
"Universidade Federal Do Ceara",3,
"Replaex Resinas Plasticas Extrudadas Ltda",3,
"Confeccoes Steiner Ltda - Me",3,
"Peroy Industria E Exportacao Ltda",3,
"Condor Instruments Ltda - Epp",3,
"Instruval Instrumentos E Servicos Ltda",3,
"Durag Siena Do Brasil Ltda",3,
"Minematsu Industria E Comercio De Maquinas E Equipament",3,
"Plastmaq Maquinas De Corte E Acessorios Ltda - Me",3,
"Nautilus Equipamentos Industriais Ltda",3,
"Ganesh Logistica E Distribuicao Ltda",3,
"L P a Comercial E Prestadora De Servicos Industriais Lt",3,
"Richardson Electronics Do Brasil Ltda",3,
"Industria E Comercio De Refrigeracao Votorantinense Eir",3,
"Tropical Aco Da Amazonia Ltda",3,
"Conservas Sabor Ltda",3,
"Sonavox Industria E Comercio De Altos Falantes Ltda.",3,
"Neolat Comercio De Laticinios Ltda",3,
"Sae Towers Brasil Torres De Transmissao Ltda",3,
"Imautomatiche Do Brasil Industria E Comercio De Maquina",3,
"Sharlene Koslowski Eireli",3,
"Fortex Industria Metalurgica Ltda - Epp",3,
"Relucce Artefatos De Metais Ltda - Epp",3,
"Lake Brasil Industria E Comercio De Roupas E Equipament",3,
"Firenze Industria E Comercio De Confeccoes Ltda",3,
"Itr South America Comercio Importacao E Exportacao Ltda",3,
"Rn Pesca Importa--o E Exporta--o Ltda",3,
"Repume Repuxacao E Metalurgica Ltda",3,
"Kronos Industria De Abrasivos Ltda",3,
"Toride Industria E Comercio Ltda",3,
"Unq Negocios Internacionais Ltda - Epp",3,
"Industria De Artefatos De Borracha Wolf Ltda",3,
"Kelly Hidrometalurgica Ltda",3,
"Phtec Eletronica Ltda - Epp",3,
"Fruta Veloz Brasil Comercio De Alimentos Ltda - Epp",3,
"Comercial Agricola Anhumai Ltda",3,
"Polynner Industria Termoplastica Ltda",3,
"Rempel & Cia Ltda",3,
"Pirosol-produtos Quimicos Ltda.",3,
"Intercuf Industria E Comercio Ltda",3,
"Nana Kondo - Me",3,
"Ecofibras Industria Textil Eireli",3,
"Ikeda Empresarial Ltda",3,
"Polistick - Industria De Plasticos Ltda.",3,
"Fama Compressor Service Ltda - Me",3,
"Mettler - Toledo Industria E Comercio Ltda",3,
"Amsted Rail Brasil Equipamentos Ferroviarios Ltda.",3,
"Laboratorio Bel Quimica Eireli - Epp",3,
"Cral Artigos Para Laboratorio Ltda",3,
"Maximport Importacao E Exportacao Ltda",3,
"Kalimo Textil Ltda",3,
"Quimer Comercial Ltda",3,
"Poly Fly Comercio De Banners Plasticos E Lonas Ltda. -",3,
"Twb Industria E Comercio De Produtos Plasticos Ltda.",3,
"Rudnik Comercio De Produtos Quimicos Ltda",3,
"Rpm Comercio,importacao E Exportacao Ltda.",3,
"Sfera Acessorios Para Industria Moveleira Ltda - Epp",3,
"Helena Pingnatti Ricci",3,
"Calcados Loock Ltda  - Me",3,
"Sendas S/a",3,
"Elsevier Editora Ltda",3,
"Snec Industria E Comercio Ltda",3,
"Orthop -industria E Comercio De Produtos Ortopedicos Lt",3,
"Sergomel Mecanica Industrial Ltda",3,
"Biosul Industria E Comercio De Fertilizantes Ltda",3,
"Grafia Auto-adesivos Tecnicos Ltda",3,
"Zenith Assessoria Em Importacao E Exportacao Ltda - Epp",3,
"Sefar Industria E Comercio Ltda.",3,
"Krw Atlantis Transportes E Mudancas Ltda - Epp",3,
"Nevesco Importacao Exportacao Ltda - Me",3,
"Nobel Biocare Brasil Ltda",3,
"Duplo a Confeccoes Ltda - Epp",3,
"Mineracao Capixaba Ltda",3,
"Tigre Materiais E Solucoes Para Construcao Ltda.",3,
"Regina Lucia De Araujo Nissel - Me",3,
"Herten Engenharia De Moldes Ltda",3,
"Mecal Maquinas Para Endireitamento E Corte De Arames Lt",3,
"Engotex Industria Textil Ltda - Epp",3,
"Katun Brasil Comercio De Suprimentos Pecas E Equipament",3,
"Mc Fil Tecnologia De Filtragens Ltda",3,
"Alexandre Carnesella - Me",3,
"Bella Arte Utilidades Para O Lar Ltda",3,
"Intermac Do Brasil Comercio E Industria De Maquinas E E",3,
"Dynamed - Industria, Comercio E Servicos Para Eletromed",3,
"Liverpool Instrumentos E Acessorios Musicais Eireli - E",3,
"City Comercial Importacao E Exportacao Eireli",3,
"Hitachi Sistemas Medicos Do Brasil Ltda.",3,
"Act Industria E Comercio Ltda",3,
"Philco Eletronicos Sa",3,
"Brastorno Eireli",3,
"Ges - Grafites Especiais Comercio De Produtos De Carbon",3,
"O.  P.  Badotti  Eireli  - Me",3,
"Guararapes Confeccoes S/a",3,
"Quick Manutencao De Aeronaves Ltda",3,
"Actega Premiata Especialidades Quimicas Ltda",3,
"Ipc Do Nordeste Ltda",3,
"Fast Aparelhos Eletroeletronicos S.a.",3,
"R.s.rodrigues - Me",3,
"American Airlines Inc",3,
"Anhambi Alimentos Ltda",3,
"Lurosan Comercio De Ferragens Ltda - Me",3,
"Borrachas Cv Eireli - Epp",3,
"Load Control Industria De Equipamentos Eletronicos Eire",3,
"Bem Brasil Alimentos Ltda",3,
"Point Suture Do Brasil Ind De Fios Cirurgicos Ltda",3,
"Jpz Trade Comercio E Representacoes Ltda - Epp",3,
"Manuli Da Amazonia Industria De Embalagens Ltda",3,
"Acreplast Ind E Com De Embalagens Exportacao E Importac",3,
"Tecnofix Comercio E Tecnologia Em Dispositivos De Segur",3,
"Sumidenso Da Amazonia Industrias Eletricas Ltda",3,
"Fundicao Cataguases Industria Metalurgica Ltda",3,
"Ambientar Brazil Comercial Importadora E Exportadora Lt",3,
"Agro Pecuaria Ykk Ltda",3,
"Luminar Tintas E Vernizes Ltda",3,
"Estamparia De Metais Cordoba Industria E Comercio Ltda",3,
"A.g.g. De M. Santos Couros Eireli",3,
"J. A. - Ind. E Com. De Maquinas Ltda.",3,
"Sipa - Sul America Ltda",3,
"Herbarium Laboratorio Botanico S.a",3,
"Serpa Industria De Maquinas E Equipamentos Ltda - Epp",3,
"Agra Distribuidora De Plasticos Eireli - Epp",3,
"Quintessence Editora Ltda",3,
"Cesar Batista Giobbi",3,
"Omar J. Valentini Maquinas",3,
"C.a. Gramkow Comercio Exterior Ltda",3,
"Clamom-industria De Moveis Ltda",3,
"Sementes De Pastagens Sertao Ltda - Epp",3,
"Confeccoes Hardt Lacerda Ltda - Epp",3,
"Sebrem - Solucoes Ecologicas Para Beneficiamento De Res",3,
"Climer Solucoes Automotivas Ltda.",3,
"Mercopol Industria E Comercio De Poliuretanos Ltda  - M",3,
"Biquad Tecnologia Ltda - Epp",3,
"Nicem Do Brasil Ltda.",3,
"Vudalfor Calcados Ltda - Epp",3,
"Laminacao De Metais Paulista Ltda",3,
"Poloplastico Comercio De Plasticos Ltda",3,
"Bookpartners Brasil Editora E Distribuidora De Livros L",3,
"Legnago Industria De Materiais Eletricos Ltda",3,
"Newmaq Eletrodomesticos Ltda",3,
"Anroi Industria E Comercio Ltda",3,
"Apiarios Adams Agroindustrial Comercial Exportadora Ltd",3,
"Polwax Industria Quimica Eireli",3,
"R.azevedo Industria De Calcados Ltda - Me",3,
"Ranac Agroindustrial Eireli",3,
"Isomedical Comercial Ltda",3,
"Bruno Nicoletti Tecidos Ltda",3,
"Estamparia De Aluminio Oliveira Ltda - Epp",3,
"Nh Industria E Comercio Ltda",3,
"Refax Fachadas E Forros Ltda",3,
"Montepino Perfis Especiais S.a.",3,
"Weld-inox Soldas Especiais Ltda",3,
"Alcotra Do Brasil Exportacao E Importacao Ltda",3,
"Digitel S a Industria Eletronica",3,
"Fratelli Industria E Comercio Ltda - Epp",3,
"Trillor Maquinas Industria E Comercio Ltda - Epp",3,
"Zenglein & Cia Ltda",3,
"Tooling Equipamentos Oticos Ltda - Epp",3,
"Vinicola Perini Ltda",3,
"Andino Ltda - Epp",3,
"Lavazza Do Brasil Industria E Comercio Ltda",3,
"Devex Tecnologia E Sistemas S/a",3,
"Mondiana Industria De Plasticos Eireli",3,
"Openfruit Agricola Importacao E Exportacao De Frutas Lt",3,
"Weril Instrumentos Musicais Ltda",3,
"Central Maos De Minas",3,
"Basso Componentes Automotivos Ltda.",3,
"Marfim Textil Rs Ltda.",3,
"Renishaw Latino Americana Ltda",3,
"Quadrac Telecomunicacoes E Informatica Ltda.",3,
"Sigmaplast Industria Comercio E Exportacao Ltda",3,
"Sicmol S/a",3,
"Incoe International Brasil Ltda",3,
"Deusa Do Sol Modas Rio Ltda - Me",3,
"Adriana Celia Alvarenga Siqueira - Me",3,
"Cave Sao Miguel Industria E Comercio De Produtos Alimen",3,
"S H S Artigos Do Vestuario Ltda - Me",3,
"Art Grife Industria De Moveis E Transportes Ltda - Me",3,
"Akafloor Industrial Ltda - Epp",3,
"Conductix-wampfler Equipamentos Industriais Ltda",3,
"Consistec Controles E Sistemas De Automacao Ltda",3,
"Rematec Industria Metalurgica Ltda - Epp",3,
"Plasfil Plasticos Limitada",3,
"Rsp Importacao E Exportacao De Produtos E Servicos Ltda",3,
"Medal Metalurgica Dalla Lana Ltda",3,
"Pensalab Equipamentos Industriais S.a.",3,
"Corning Brasil Industria E Comercio Ltda",3,
"Graphic Packaging International Do Brasil - Embalagens",3,
"Geo Clean Industria E Comercio De Produtos Quimicos Ltd",3,
"Nasha Industria E Comercio Ltda",3,
"Md Trading Importacao E Exportacao Ltda - Me",3,
"Goemil S/a Industria De Produtos Alimenticios",3,
"J.f. Industria De Cosmeticos Ltda",3,
"Technodry Liofilizados Medicos Ltda",3,
"L. Esper & Cia. Ltda - Epp",3,
"Copespuma Industrial Ltda",3,
"Industria De Plasticos Bariri Ltda",3,
"Poli-sac Maquinas E Servicos Ltda - Epp",3,
"Mastro Representacoes Comerciais Sociedade Ltda - Me",3,
"Maquinas Omil Ltda",3,
"Ecotecnica Servicos De Exportacao E Importacao Ltda - M",3,
"Don Giovanni, Industria E Comercio De Bebidas Ltda",3,
"Garlock Do Brasil Produtos Industriais Ltda",3,
"Nmc  Deco Industria Sa",3,
"Marine Maria Pereira - Epp",3,
"Abc Transcalor Refrigeracao Ltda - Epp",3,
"Morro Grande Industria E Comercio De Produtos De Fibra",3,
"Sil Tec Industria E Comercio Ltda - Me",3,
"Apis Vida Industria E Comercio De Produtos Farmaceutico",3,
"Pandora Importadora, Exportadora E Distribuidora De Liv",3,
"Gelmaki Industria De Maquinas Eireli - Me",3,
"Piergo Industria E Comercio De Aco Eireli",3,
"Casa Granado Laboratorios Farmacias E Drogarias S a",3,
"Gregory Amaral Kyriazis",3,
"Sd Industria, Comercio E Servicos Ltda  - Me",3,
"Iks Industria De Cabos Ltda",3,
"Desga Ambiental Industria E Comercio Ltda",3,
"Qvizuland Comercio De Presentes Ltda - Me",3,
"Brapax-sistemas Para Transporte De Passageiros Eireli",3,
"Instituto Casa Daros",3,
"Conemag Metals Eireli - Epp",3,
"Linhas Nice Ltda",3,
"Ebm-papst Motores Ventiladores Ltda.",3,
"Lunares Flamenco Artigos Do Vestuario Ltda  - Me",3,
"Raw Material Comercio De Refratarios Ltda.",3,
"Titana Tecnologia Comercio E Industria De Polimeros Ltd",3,
"L. Santos De Sousa Comercio De Alimentos Ltda - Me",3,
"Feriado Nacional Industria E Comercio Ltda - Epp",3,
"Frigostrella Do Brasil Ind De Refrigeracao Ltda",3,
"Bc Industria Comercio E Representacoes De Malhas Ltda",3,
"Hid Do Brasil Industria Comercio Importacao E Exportaca",3,
"Dalmet Laminacao Brasileira De Metais Ltda",3,
"Saaj Industria E Comercio De Materiais Plasticos Ltda -",3,
"Horticeres Sementes Ltda.",3,
"Kluber Lubrication Lubrificantes Especiais Ltda",3,
"Chapeco Industria E Comercio De Fibras Ltda",3,
"Compress Produtos Compressivos Hospitalares Ltda - Epp",3,
"Incomfral - Industria E Comercio De Fraldas Ltda",3,
"Pinokio Industria E Comercio De Calcados Eireli",3,
"Shopping Educativo Kumon Ltda",3,
"Jd Comercio, Importacao, Representacoes E Transportes L",3,
"E.l. Beauty Cosmeticos Comercio Importacao E Exportacao",3,
"Industria De Motores E Maquinas Ltda",3,
"Irmaos Luvison Ltda.",3,
"Climaxpapeis Industria E Comercio De Papeis Eireli",3,
"Kosmental Industria E Comercio De Cosmeticos Importacao",3,
"W & G Eneas Representacoes E Transportes Ltda - Epp",3,
"Cemaz Industria Eletronica Da Amazonia S/a",3,
"Seratto Industria E Comercio De Calcados Ltda - Me",3,
"Realen Folheados Industria, Comercio E Exportacao Ltda",3,
"Edson Ceratti - Eireli",3,
"Agro Maquinas Pecas E Servicos Ltda",3,
"Buriti Honey Ltda  - Me",3,
"Richardson Rfpd Do Brasil Ltda",3,
"Kerry Da Amazonia Ingredientes E Aromas Ltda.",3,
"Flavia Rodrigues Del Pra",3,
"De Mar Company Ltda - Me",3,
"Dalie Chemistry Industria De Cosmeticos Ltda - Me",3,
"Pumatronix Equipamentos Eletronicos Ltda",3,
"Max Industria De Maquinas Xanxere Ltda - Me",3,
"Gojo America Latina Ltda",3,
"Hermiterio Santoro Netto & Filhos Ltda",3,
"Kme Automacao Comercial E Industrial Ltda - Epp",3,
"Mega Brasil Ind E Com De Equipamentos Industriais Ltda",3,
"Best Brazil Exports Importacao E Exportacao Ltda. - Me",3,
"M. P. Marmores E Granitos Ltda - Epp",3,
"Rototech - Rotomoldagem Tecnica Ltda",3,
"Tetraquimica Ind E Com Ltda",3,
"Tres Fronteiras Artesanatos Ltda",3,
"Industria De Relogios Herweg S a",3,
"Utilinox Comercio E Industria Ltda - Me",3,
"J . De Souza Industria Metalurgica Ltda",3,
"Pimpolho Produtos Infantis Ltda.",3,
"Ecil Produtos E Sistemas De Medicao E Controle Ltda",3,
"Calcados Samello Sa",3,
"America Implementos Rodoviarios Ltda",3,
"Technopack - Industria, Comercio E Servico De Rotulagem",3,
"Leandro Dambros - Me",3,
"Oliveira Energia Geracao E Servicos Ltda",3,
"B&s Oil Tools Equipamentos Industriais Ltda",3,
"Mineracao Pocos De Caldas Ltda",3,
"Labinbraz Comercial Ltda",3,
"Bistex Alimentos Ltda",3,
"Neopan Artigos Infantis Ltda",3,
"H.r.s. Flow Do Brasil Comercio De Sistemas De Camara Qu",3,
"Edilson Antonio Piaia",3,
"Cpmais Servicos De Consultoria Em Meio Ambiente Ltda",3,
"Metalurgica Bico D Ouro Ltda - Epp",3,
"Eletromatic Controle E Protecao Eireli",3,
"Tuisse & Tuisse Ltda. - Me",3,
"Andriello S a Industria E Comercio",3,
"Globo Comunicacao E Participacoes S/a",3,
"Ht Micron Semicondutores S.a.",3,
"Arvy Industria De Moveis Ltda",3,
"Kamaq Maki Comercio E Importacao Ltda - Me",3,
"Oog-tkp Producao De Petroleo Ltda.",3,
"Alfar Comercio Logistica E Manutencoes Ltda",3,
"Looking Acessorios Para Maquinas De Papel Ltda",3,
"Mineracao Costa Ltda - Me",3,
"Castelinho Tecidos E Tecidos Eireli",3,
"Kpa Industria E Comercio De Pecas Automotivas Ltda - Me",3,
"Uniferro Industria Metalurgica Ltda",3,
"Quartziam Exportadora Ltda - Me",3,
"Vb Alimentos Industria E Comercio Ltda",3,
"Mecanica Industrial Tornosteel Ltda",3,
"Jotaeme - Fitafer Industria Metalurgica Ltda",3,
"Sinay Neves Comercio Importacao E Exportacao Ltda - Epp",3,
"Endeka Industria De Ceramica Ltda.",3,
"Corr Plastik Industrial Limitada",3,
"Frontera Gestao E Comercio Internacional Ltda - Epp",3,
"Dmn Brazil Comercio Importacao E Exportacao Ltda - Epp",3,
"Comercial Forte Ltda",3,
"Css Exportacao E Importacao Ltda.",3,
"Montereis Confeccao Ltda - Me",3,
"Americanflex Industrias Reunidas Ltda",3,
"Ekonova Quimica Do Brasil Ltda",3,
"Linea Trading Eireli",3,
"Lenke-automacao Industrial Ltda - Epp",3,
"Schuh Development Comercio Exterior - Eireli",3,
"A.g.s. Madeiras Ltda - Epp",3,
"Arjes Confeccoes Ltda",3,
"Ally Cast Do Brasil Industria E Comercio Ltda - Epp",3,
"Derio Rost & Cia Ltda",3,
"Gilson Paulo Pozzer Predebon",3,
"Yamamoto Comercio Ltda - Epp",3,
"Perola Textil Do Nordeste Ltda",3,
"Idexx Brasil Laboratorios Ltda.",3,
"Rms Trading E Company Eireli - Epp",3,
"Aceflex Do Nordeste Ltda",3,
"Avex Brasil Exportadora E Importadora - Eireli",3,
"Imetex Industria E Comercio Ltda",3,
"Artefatos De Metais Tramontina Ltda - Me",3,
"Mc Bauchemie Do Nordeste Industria E Comercio De Produt",3,
"Metalurgica Spillere Ltda",3,
"Greenpecas Industria E Comercio De Maquinas E Equipamen",3,
"Sementes Parana Ltda",3,
"Siderurgica Catarinense Ltda",3,
"Secalux Comercio E Industria Ltda",3,
"Adaime Importacao E Exportacao Ltda",3,
"Wu's Importacao E Exportacao Ltda  - Me",3,
"Industria Metalurgica Usifer Ltda",3,
"Santa Izabel Implementos Agricolas Ltda.",3,
"Inflex Industria E Comercio De Embalagens Ltda",3,
"Lanificio Sao Francisco Ltda",3,
"Pimaco Autoadesivos Ltda",3,
"Here Comercial Ltda",3,
"Cja Importadora Exportadora Com E Representacoes Ltda -",3,
"Silsan Comercio Industria E Representacoes Limitada - E",3,
"Intermares Comercio Exterior Eireli - Me",3,
